Timestamp,Signal Type,Price
2025-05-08 08:08:00,BUY,99491.64
2025-05-08 08:09:00,BUY,99468.67
2025-05-08 08:10:00,BUY,99519.99
2025-05-08 08:11:00,BUY,99462.96
2025-05-08 08:12:00,BUY,99484.42
2025-05-08 08:13:00,BUY,99468.81
2025-05-08 08:14:00,BUY,99482.36
2025-05-08 08:15:00,BUY,99523.81
2025-05-08 08:16:00,BUY,99614.57
2025-05-08 08:17:00,BUY,99609.14
2025-05-08 08:18:00,BUY,99577.36
2025-05-08 08:19:00,BUY,99621.47
2025-05-08 08:20:00,BUY,99664.01
2025-05-08 08:21:00,BUY,99639.37
2025-05-08 08:22:00,BUY,99600.0
2025-05-08 08:23:00,BUY,99530.55
2025-05-08 08:24:00,BUY,99540.5
2025-05-08 08:25:00,BUY,99536.04
2025-05-08 08:26:00,BUY,99501.29
2025-05-08 08:27:00,BUY,99550.23
2025-05-08 08:28:00,BUY,99550.23
2025-05-08 08:29:00,BUY,99534.61
2025-05-08 08:30:00,BUY,99436.51
2025-05-08 08:31:00,BUY,99463.42
2025-05-08 08:32:00,BUY,99474.6
2025-05-08 08:33:00,BUY,99504.58
2025-05-08 08:34:00,BUY,99511.27
2025-05-08 08:35:00,BUY,99511.27
2025-05-08 08:36:00,BUY,99511.1
2025-05-08 08:37:00,BUY,99528.15
2025-05-08 08:38:00,BUY,99540.06
2025-05-08 08:39:00,BUY,99569.95
2025-05-08 08:40:00,BUY,99602.27
2025-05-08 08:41:00,BUY,99639.59
2025-05-08 08:42:00,BUY,99630.0
2025-05-08 08:43:00,BUY,99629.87
2025-05-08 08:44:00,BUY,99631.07
2025-05-08 08:45:00,BUY,99630.29
2025-05-08 08:46:00,BUY,99696.11
2025-05-08 08:47:00,BUY,99676.6
2025-05-08 08:48:00,BUY,99729.0
2025-05-08 08:49:00,BUY,99749.09
2025-05-08 08:50:00,BUY,99677.82
2025-05-08 08:51:00,BUY,99651.72
2025-05-08 08:52:00,BUY,99641.74
2025-05-08 08:53:00,BUY,99725.26
2025-05-08 08:54:00,BUY,99755.75
2025-05-08 08:55:00,BUY,99703.81
2025-05-08 08:56:00,BUY,99683.54
2025-05-08 08:57:00,BUY,99657.07
2025-05-08 08:58:00,BUY,99699.0
2025-05-08 08:59:00,BUY,99666.66
2025-05-08 09:00:00,BUY,99640.22
2025-05-08 09:01:00,BUY,99629.41
2025-05-08 09:02:00,BUY,99634.15
2025-05-08 09:03:00,BUY,99630.0
2025-05-08 09:04:00,BUY,99557.15
2025-05-08 09:05:00,BUY,99603.71
2025-05-08 09:06:00,BUY,99615.99
2025-05-08 09:07:00,BUY,99615.98
2025-05-08 09:08:00,BUY,99615.98
2025-05-08 09:09:00,BUY,99615.99
2025-05-08 09:10:00,BUY,99600.0
2025-05-08 09:11:00,BUY,99587.99
2025-05-08 09:12:00,BUY,99584.91
2025-05-08 09:13:00,BUY,99568.58
2025-05-08 09:14:00,BUY,99581.62
2025-05-08 09:15:00,BUY,99587.31
2025-05-08 09:16:00,BUY,99563.99
2025-05-08 09:17:00,BUY,99587.31
2025-05-08 09:18:00,SELL,99599.99
2025-05-08 09:19:00,SELL,99600.79
2025-05-08 09:20:00,SELL,99657.3
2025-05-08 09:21:00,SELL,99657.3
2025-05-08 09:22:00,SELL,99643.34
2025-05-08 09:23:00,SELL,99660.0
2025-05-08 09:24:00,SELL,99667.99
2025-05-08 09:25:00,SELL,99677.23
2025-05-08 09:26:00,SELL,99638.8
2025-05-08 09:27:00,SELL,99569.95
2025-05-08 09:28:00,SELL,99615.2
2025-05-08 09:29:00,SELL,99650.79
2025-05-08 09:30:00,SELL,99612.3
2025-05-08 09:31:00,SELL,99609.65
2025-05-08 09:32:00,SELL,99569.99
2025-05-08 09:33:00,SELL,99566.41
2025-05-08 09:34:00,SELL,99570.38
2025-05-08 09:35:00,SELL,99570.38
2025-05-08 09:36:00,SELL,99584.0
2025-05-08 09:37:00,SELL,99550.48
2025-05-08 09:38:00,SELL,99538.36
2025-05-08 09:39:00,SELL,99559.42
2025-05-08 09:40:00,SELL,99565.45
2025-05-08 09:41:00,SELL,99599.99
2025-05-08 09:42:00,SELL,99590.86
2025-05-08 09:43:00,SELL,99566.58
2025-05-08 09:44:00,SELL,99590.86
2025-05-08 09:45:00,SELL,99599.99
2025-05-08 09:46:00,SELL,99619.04
2025-05-08 09:47:00,SELL,99634.4
2025-05-08 09:48:00,SELL,99641.76
2025-05-08 09:49:00,SELL,99670.53
2025-05-08 09:50:00,SELL,99657.98
2025-05-08 09:51:00,SELL,99699.99
2025-05-08 09:52:00,SELL,99740.0
2025-05-08 09:53:00,BUY,99761.91
2025-05-08 09:54:00,BUY,99798.61
2025-05-08 09:55:00,BUY,99800.01
2025-05-08 09:56:00,BUY,99757.7
2025-05-08 09:57:00,BUY,99747.45
2025-05-08 09:58:00,BUY,99747.46
2025-05-08 09:59:00,BUY,99790.97
2025-05-08 10:00:00,BUY,99714.61
2025-05-08 10:01:00,BUY,99740.01
2025-05-08 10:02:00,BUY,99730.7
2025-05-08 10:03:00,BUY,99745.4
2025-05-08 10:04:00,BUY,99800.0
2025-05-08 10:05:00,BUY,99800.34
2025-05-08 10:06:00,BUY,99800.0
2025-05-08 10:07:00,BUY,99735.12
2025-05-08 10:08:00,BUY,99714.28
2025-05-08 10:09:00,BUY,99700.0
2025-05-08 10:10:00,BUY,99699.99
2025-05-08 10:11:00,BUY,99709.98
2025-05-08 10:12:00,BUY,99720.63
2025-05-08 10:13:00,BUY,99741.98
2025-05-08 10:14:00,BUY,99685.16
2025-05-08 10:15:00,BUY,99685.17
2025-05-08 10:16:00,BUY,99757.67
2025-05-08 10:17:00,BUY,99788.74
2025-05-08 10:18:00,BUY,99812.24
2025-05-08 10:19:00,BUY,99812.24
2025-05-08 10:20:00,BUY,99785.7
2025-05-08 10:21:00,BUY,99784.01
2025-05-08 10:22:00,BUY,99799.98
2025-05-08 10:23:00,BUY,99810.61
2025-05-08 10:24:00,BUY,99810.61
2025-05-08 10:25:00,BUY,99805.67
2025-05-08 10:26:00,BUY,99799.99
2025-05-08 10:27:00,BUY,99810.0
2025-05-08 10:28:00,BUY,99809.98
2025-05-08 10:29:00,BUY,99818.0
2025-05-08 10:30:00,BUY,99816.44
2025-05-08 10:31:00,BUY,99797.91
2025-05-08 10:32:00,BUY,99818.69
2025-05-08 10:33:00,BUY,99792.23
2025-05-08 10:34:00,BUY,99756.57
2025-05-08 10:35:00,BUY,99768.8
2025-05-08 10:36:00,BUY,99780.0
2025-05-08 10:37:00,BUY,99775.15
2025-05-08 10:38:00,BUY,99779.99
2025-05-08 10:39:00,BUY,99750.97
2025-05-08 10:40:00,BUY,99776.32
2025-05-08 10:41:00,BUY,99786.59
2025-05-08 10:42:00,BUY,99772.23
2025-05-08 10:43:00,BUY,99772.22
2025-05-08 10:44:00,BUY,99772.23
2025-05-08 10:45:00,BUY,99790.79
2025-05-08 10:46:00,BUY,99777.03
2025-05-08 10:47:00,BUY,99789.83
2025-05-08 10:48:00,BUY,99789.84
2025-05-08 10:49:00,BUY,99813.59
2025-05-08 10:50:00,BUY,99796.8
2025-05-08 10:51:00,BUY,99793.99
2025-05-08 10:52:00,BUY,99794.0
2025-05-08 10:53:00,BUY,99780.01
2025-05-08 10:54:00,BUY,99778.13
2025-05-08 10:55:00,BUY,99841.26
2025-05-08 10:56:00,BUY,99831.29
2025-05-08 10:57:00,BUY,99843.96
2025-05-08 10:58:00,BUY,99835.02
2025-05-08 10:59:00,BUY,99780.67
2025-05-08 11:00:00,BUY,99771.22
2025-05-08 11:01:00,BUY,99690.98
2025-05-08 11:02:00,BUY,99660.0
2025-05-08 11:03:00,SELL,99689.88
2025-05-08 11:04:00,SELL,99690.56
2025-05-08 11:05:00,SELL,99682.12
2025-05-08 11:06:00,SELL,99657.24
